de_overpass,Restroom Door,jump,left,smokegrenade,-857.79705810547,-2203.96875,247.90225219727,-20.10338973999,147.49505615234
de_overpass,Back of A,stand,left,smokegrenade,-2351.9165039063,-735.31030273438,439.53125,-44.21418762207,79.545204162598
de_overpass,Canal,jump,left,smokegrenade,-2116.4870605469,993.11486816406,484.03125,-15.928637504578,-49.443073272705
de_overpass,Pipe,stand,left,molotovgrenade,-1979.6065673828,120.49404144287,132.03125,-12.723753929138,-54.472705841064
de_overpass,Dumpster,jump,left,smokegrenade,-3941.4770507813,-259.52172851563,541.43133544922,-7.4261269569397,29.484218597412
de_overpass,Bank,stand,left,smokegrenade,-3360.3002929688,-364.46875,525.58782958984,-19.676877975464,59.661346435547
de_overpass,Truck,jump,left,molotovgrenade,-2288.2478027344,-632.04174804688,392.93353271484,2.1755630970001,73.708152770996
de_overpass,Water,crouch,left,flashbang,-1839.9549560547,-1071.96875,100.03125,-51.935817718506,-178.68528747559
de_overpass,Heaven,stand,left,smokegrenade,-1558.7359619141,-729.44873046875,54.561599731445,-26.490303039551,96.574745178223
de_overpass,Barrels,jump,left,molotovgrenade,-1559.970703125,-729.46636962891,58.265937805176,12.532111167908,61.053142547607
de_overpass,Early Ramp,run + jump,left,molotovgrenade,-2336.2729492188,-164.98376464844,391.25,3.4507963657379,-75.777603149414
de_mirage,Middle Catwalk,stand,left,smokegrenade,1422.96875,70.956245422363,-112.46875,-38.50191116333,-162.22410583496
de_mirage,Connector,jump,left,smokegrenade,1236.0958251953,-1159.9265136719,-246.9033203125,-21.710494995117,-175.18449401855
de_mirage,Market Window,jump,left,smokegrenade,-160.03125,887.96789550781,-135.328125,-51.051616668701,-146.90145874023
de_mirage,Bombesite A,stand,left,flashbang,872.44000244141,-1036.0435791016,-251.96875,-33.787082672119,-153.85343933105
de_mirage,Middle,run + jump,left,flashbang,577.66717529297,650.80853271484,-135.96875,-8.1071043014526,-127.59943389893
de_mirage,Middle,run + jump,left,flashbang,-813.12261962891,-2304.8708496094,-175.20788574219,-19.411785125732,64.958488464355
de_mirage,Stairs,jump,left + right,smokegrenade,814.95660400391,-1548.9545898438,-108.96875,-2.2890365123749,-178.99887084961
de_mirage,Sniper Window,jump,left,smokegrenade,1422.9221191406,-248.04345703125,-167.96875,-18.587505340576,-173.07551574707
de_mirage,Sniper Window,run,left,molotovgrenade,502.93710327148,-669.56524658203,-160.00305175781,-16.74426651001,178.75828552246
de_mirage,CT,jump,left,smokegrenade,1088.3590087891,-1015.729675293,-257.89459228516,-25.353448867798,-144.39167785645
de_mirage,Palace,jump,left,smokegrenade,-2026.3977050781,-2029.9591064453,-299.12030029297,-43.043388366699,-3.5776665210724
de_mirage,T Ramp,jump,left,smokegrenade,-2031.9372558594,-1766.3819580078,-299.62829589844,-43.610778808594,5.9765629768372
de_mirage,Bombesite B,run + jump,left,flashbang,-325.80877685547,571.31951904297,-79.3388671875,-15.463847160339,-178.35792541504
de_vertigo,A Ramp,stand,left,smokegrenade,-1082.9891357422,-163.96832275391,11488.03125,-14.521003723145,-57.390830993652
de_vertigo,Side Bombe A,jump,left,smokegrenade,-656.04406738281,-1016.96875,11648.03125,-15.183407783508,143.06686401367
de_vertigo,Back of A,stand,left,molotovgrenade,-426.22943115234,-1136.0324707031,11724.623046875,-21.096042633057,59.108932495117
de_vertigo,Bombesite B,stand,left,smokegrenade,-2528.96875,-186.35235595703,11552.03125,-59.833202362061,53.101543426514
de_vertigo,Tarp,jump,left,smokegrenade,-1418.03125,-1599.9501953125,11489.03125,-79.889656066895,47.511829376221
de_vertigo,Back Site,stand,left,smokegrenade,-465.62512207031,-1136.0656738281,11711.491210938,-17.758586883545,42.607524871826
de_vertigo,CT,stand,left,smokegrenade,-1969.9497070313,-72.165893554688,11776.03125,-10.852808952332,26.573825836182
de_vertigo,Back Site,stand,left,molotovgrenade,-2374.26953125,-112.95263671875,11552.03125,-32.705459594727,80.212013244629
de_vertigo,Bombesite B,stand,left,flashbang,-2197.0385742188,-89.725402832031,11580.397460938,-31.996042251587,117.67320251465
de_vertigo,Ramp Smoke,run,left,smokegrenade,-919.05133056641,16.052673339844,11776.03125,-27.218637466431,-85.196212768555
de_vertigo,Middle,jump,left + right,hegrenade,-1763.8840332031,155.96270751953,11776.03125,8.0669059753418,-106.2438659668
de_dust2,Long Cross,stand,left,smokegrenade,899.34448242188,1070.9125976563,1.0367755889893,-55.766345977783,81.066917419434
de_dust2,B Door,jump,left,smokegrenade,-1332.0238037109,491.93939208984,8.03125,-60.955005645752,88.298973083496
de_dust2,Mid Door,jump,left,smokegrenade,-450.82330322266,-660.03125,116.90608978271,-6.3539252281189,88.865966796875
de_dust2,Mid to B,jump,left,smokegrenade,-275.03112792969,1345.3395996094,-122.77160644531,-11.509482383728,129.9702911377
de_dust2,Long Door,jump,left,smokegrenade,769.74865722656,2379.939453125,-35.553405761719,-51.42993927002,-91.29704284668
